gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,course_diff
female,Diploma,6.73,97.2,yes,6.1,average,mixed,high,hard,91.5,0
other,Bachelor of Commerce,7.33,88.5,yes,5.2,good,self-study,low,moderate,82.8,2
male,Bachelor of Science,3.03,47.3,yes,7.0,good,coaching,medium,easy,65.6,5
female,Bachelor of Arts,7.23,47.4,yes,9.9,good,online videos,low,easy,80.0,1
male,Bachelor of Commerce,5.67,99.4,yes,5.8,average,mixed,medium,moderate,92.9,2
other,Bachelor of Business Administration,5.0,80.3,yes,4.7,poor,self-study,medium,hard,47.3,3
female,Bachelor of Computer Applications,4.43,77.5,yes,4.7,average,group study,high,hard,57.0,4
male,Bachelor of Arts,0.16,75.3,yes,5.9,poor,online videos,low,easy,37.2,1
male,Bachelor of Commerce,4.48,49.0,no,7.4,poor,coaching,medium,moderate,50.1,2
female,Bachelor of Arts,6.23,55.9,yes,4.8,average,mixed,high,moderate,71.6,1
female,Bachelor of Arts,7.91,65.9,yes,8.5,average,self-study,high,hard,74.5,1
male,Bachelor of Science,3.46,66.8,yes,9.6,average,online videos,low,moderate,64.2,5
female,Bachelor of Computer Applications,7.91,98.2,no,9.9,poor,group study,high,hard,82.9,4
other,Bachelor of Commerce,1.37,42.6,yes,7.3,good,online videos,low,hard,31.9,2
other,Bachelor of Arts,7.67,40.9,yes,4.6,good,mixed,low,easy,62.8,1
male,Diploma,4.72,94.9,yes,9.0,average,coaching,low,hard,84.3,0
other,Bachelor of Science,5.3,92.7,yes,9.2,good,online videos,high,easy,91.7,5
other,Bachelor of Commerce,4.59,57.4,yes,5.7,poor,self-study,medium,moderate,64.6,2
male,Bachelor of Science,7.86,59.3,yes,7.5,poor,mixed,low,hard,77.9,5
male,Bachelor of Arts,0.35,75.5,yes,5.9,average,mixed,medium,moderate,34.7,1
male,Bachelor of Commerce,3.28,52.1,no,8.1,average,mixed,medium,easy,56.1,2
other,Diploma,7.0,92.5,yes,8.6,poor,self-study,high,easy,91.7,0
other,Bachelor of Commerce,1.34,56.2,yes,6.0,poor,coaching,high,hard,54.1,2
female,Bachelor of Business Administration,4.56,43.6,no,4.1,poor,coaching,low,moderate,49.6,3
other,Bachelor of Technology,4.19,72.0,yes,6.4,average,mixed,medium,moderate,74.4,6
female,Bachelor of Arts,6.46,84.0,no,5.3,poor,coaching,low,moderate,76.3,1
other,Bachelor of Computer Applications,7.35,97.4,yes,6.5,average,group study,medium,easy,79.0,4
other,Bachelor of Business Administration,2.07,77.5,yes,9.9,average,group study,medium,easy,46.7,3
other,Bachelor of Science,5.55,46.1,yes,4.2,good,coaching,medium,moderate,68.8,5
female,Diploma,4.38,79.7,yes,6.0,good,mixed,low,easy,67.0,0
female,Bachelor of Computer Applications,5.3,45.6,yes,7.0,poor,online videos,medium,hard,53.8,4
male,Bachelor of Commerce,1.6,51.7,yes,6.9,average,self-study,low,easy,49.8,2
other,Diploma,2.18,57.8,yes,5.3,good,coaching,medium,moderate,57.4,0
male,Bachelor of Science,4.4,43.3,yes,8.6,average,group study,medium,moderate,64.9,5
female,Bachelor of Commerce,0.08,62.0,yes,5.8,good,online videos,low,easy,37.0,2
female,Diploma,5.73,86.0,no,5.0,average,online videos,high,easy,83.8,0
other,Diploma,1.29,43.2,yes,9.1,poor,coaching,high,moderate,35.7,0
other,Bachelor of Computer Applications,7.45,69.8,yes,8.8,poor,mixed,high,moderate,90.0,4
other,Bachelor of Science,6.88,53.6,yes,7.4,average,mixed,medium,moderate,90.7,5
other,Bachelor of Science,4.99,74.0,yes,5.3,poor,self-study,high,moderate,56.5,5
other,Bachelor of Business Administration,7.13,69.5,yes,9.7,poor,online videos,high,easy,75.9,3
female,Bachelor of Technology,7.9,50.0,yes,5.7,good,group study,medium,moderate,75.8,6
female,Diploma,6.2,91.2,yes,6.9,poor,online videos,medium,moderate,83.7,0
other,Diploma,5.01,70.0,yes,9.4,good,self-study,low,moderate,61.7,0
female,Bachelor of Computer Applications,3.59,99.1,yes,8.6,average,group study,low,hard,62.5,4
female,Diploma,6.51,99.1,yes,6.9,poor,self-study,high,easy,77.4,0
male,Bachelor of Science,5.64,55.1,yes,6.7,poor,group study,high,easy,54.8,5
female,Diploma,3.78,93.0,yes,5.7,poor,self-study,low,moderate,41.0,0
female,Bachelor of Science,4.0,83.2,yes,8.8,good,coaching,medium,moderate,80.5,5
male,Bachelor of Technology,1.83,65.9,yes,9.7,poor,coaching,medium,moderate,62.6,6
other,Bachelor of Science,6.31,88.9,yes,9.2,poor,group study,medium,easy,64.8,5
other,Bachelor of Computer Applications,7.03,65.2,no,6.7,good,self-study,low,easy,77.7,4
other,Diploma,0.13,69.5,no,9.8,good,mixed,high,easy,74.5,0
male,Bachelor of Business Administration,0.9,62.3,yes,4.1,poor,group study,high,easy,28.9,3
male,Bachelor of Science,7.91,90.6,yes,5.9,poor,coaching,medium,easy,96.8,5
male,Bachelor of Business Administration,1.42,94.4,yes,8.8,average,online videos,medium,easy,59.4,3
other,Bachelor of Arts,5.89,49.1,yes,9.8,average,online videos,high,easy,63.0,1
other,Bachelor of Arts,3.85,75.4,yes,9.8,poor,mixed,high,moderate,68.9,1
female,Bachelor of Commerce,4.17,47.0,yes,7.1,poor,coaching,low,easy,38.9,2
male,Bachelor of Technology,0.87,93.1,yes,9.7,average,self-study,medium,moderate,51.8,6
female,Bachelor of Commerce,1.1,53.2,yes,7.6,average,coaching,high,easy,70.1,2
other,Diploma,4.62,42.2,yes,8.4,average,mixed,medium,hard,82.5,0
female,Bachelor of Commerce,3.02,84.7,yes,7.3,good,self-study,medium,moderate,49.0,2
male,Bachelor of Technology,6.38,80.0,yes,5.7,poor,mixed,high,easy,66.3,6
female,Bachelor of Commerce,7.78,64.7,yes,5.1,poor,mixed,low,moderate,82.4,2
other,Bachelor of Arts,6.5,77.1,no,7.9,good,coaching,high,easy,96.4,1
other,Bachelor of Business Administration,3.25,86.3,yes,9.2,average,group study,high,hard,76.6,3
female,Bachelor of Business Administration,3.86,50.2,no,7.7,good,coaching,high,easy,74.5,3
other,Bachelor of Commerce,1.25,58.3,yes,7.5,average,coaching,medium,moderate,42.2,2
male,Bachelor of Science,5.57,69.1,no,6.6,average,self-study,low,moderate,77.8,5
other,Bachelor of Arts,3.58,78.0,no,6.2,good,mixed,high,easy,56.2,1
male,Bachelor of Technology,6.86,76.8,no,9.6,average,online videos,medium,moderate,80.5,6
female,Bachelor of Arts,5.22,69.6,yes,4.4,average,group study,medium,easy,62.5,1
female,Bachelor of Arts,1.36,79.7,no,7.4,average,self-study,low,moderate,33.5,1
other,Bachelor of Commerce,3.29,41.3,yes,4.9,average,self-study,medium,moderate,37.3,2
male,Bachelor of Business Administration,5.42,59.4,yes,7.5,average,coaching,medium,easy,76.7,3
male,Bachelor of Computer Applications,6.86,74.3,yes,6.1,good,self-study,medium,easy,83.5,4
other,Bachelor of Science,2.81,58.4,yes,4.6,poor,online videos,medium,moderate,48.1,5
female,Bachelor of Arts,5.36,96.5,yes,4.4,good,online videos,high,moderate,100.0,1
other,Bachelor of Arts,1.39,97.8,yes,8.8,poor,group study,low,easy,50.3,1
female,Bachelor of Arts,7.24,62.3,yes,4.3,good,coaching,low,hard,81.0,1
female,Bachelor of Commerce,4.6,53.9,yes,9.8,good,self-study,low,moderate,60.6,2
other,Bachelor of Science,6.15,53.5,yes,5.9,poor,coaching,medium,easy,55.9,5
other,Bachelor of Science,3.17,66.6,yes,9.9,good,coaching,medium,hard,78.6,5
other,Bachelor of Technology,7.52,97.5,yes,6.4,good,mixed,medium,easy,93.6,6
other,Bachelor of Technology,5.76,54.2,yes,8.8,poor,online videos,high,hard,82.0,6
male,Bachelor of Computer Applications,1.23,59.9,yes,5.0,average,mixed,high,easy,37.5,4
male,Bachelor of Technology,4.4,73.6,yes,5.2,good,mixed,medium,easy,71.7,6
other,Bachelor of Computer Applications,2.17,74.2,yes,7.7,good,self-study,high,easy,71.1,4
female,Diploma,6.67,79.8,yes,9.7,good,online videos,low,easy,86.0,0
male,Bachelor of Science,6.26,83.7,yes,9.4,good,coaching,low,easy,96.2,5
male,Bachelor of Arts,3.96,87.5,yes,8.6,poor,online videos,high,easy,74.7,1
female,Bachelor of Commerce,2.42,69.5,yes,8.8,poor,online videos,medium,easy,41.7,2
female,Bachelor of Commerce,6.82,44.3,no,9.9,good,coaching,low,easy,100.0,2
other,Bachelor of Commerce,6.8,80.6,yes,8.6,good,self-study,medium,hard,69.6,2
other,Bachelor of Commerce,4.04,75.6,yes,6.3,poor,coaching,medium,moderate,63.9,2
other,Bachelor of Business Administration,5.74,52.8,yes,6.0,poor,group study,low,easy,53.6,3
female,Bachelor of Commerce,2.28,91.2,yes,7.0,poor,online videos,medium,easy,62.4,2
other,Bachelor of Science,2.79,84.5,yes,9.6,average,self-study,low,easy,54.1,5
other,Bachelor of Commerce,7.55,65.3,yes,4.1,average,group study,medium,moderate,62.8,2
other,Diploma,5.89,98.1,yes,9.5,poor,coaching,medium,hard,89.4,0
female,Diploma,0.58,80.6,no,9.6,poor,online videos,high,hard,50.6,0
male,Bachelor of Technology,3.66,95.8,no,4.7,good,online videos,low,easy,57.6,6
male,Bachelor of Business Administration,3.17,83.7,yes,4.2,poor,group study,medium,moderate,43.0,3
other,Diploma,1.85,82.6,yes,7.7,average,online videos,low,easy,47.6,0
other,Bachelor of Science,7.91,53.1,yes,4.4,poor,self-study,medium,hard,55.3,5
other,Bachelor of Technology,1.09,65.1,yes,8.4,good,self-study,medium,hard,50.8,6
other,Bachelor of Science,2.51,78.2,yes,6.2,poor,coaching,low,moderate,50.0,5
female,Bachelor of Commerce,6.79,89.7,yes,5.8,good,group study,high,moderate,86.6,2
male,Diploma,1.06,94.7,yes,5.5,average,coaching,medium,moderate,68.9,0
male,Bachelor of Science,3.01,44.9,yes,9.0,good,online videos,low,hard,57.0,5
other,Bachelor of Commerce,5.07,82.9,yes,9.6,poor,mixed,high,hard,66.3,2
male,Bachelor of Science,2.7,56.0,no,4.6,good,group study,high,easy,50.8,5
female,Bachelor of Commerce,3.27,82.6,no,4.8,average,group study,high,moderate,59.4,2
other,Diploma,4.4,59.0,yes,8.4,good,mixed,low,moderate,75.4,0
female,Bachelor of Technology,7.62,74.3,yes,9.5,poor,mixed,medium,easy,86.2,6
other,Bachelor of Arts,6.97,71.6,no,9.6,average,coaching,high,easy,96.7,1
female,Bachelor of Business Administration,0.9,92.3,no,9.3,good,group study,high,hard,62.2,3
other,Bachelor of Technology,4.56,79.2,yes,6.4,average,self-study,low,moderate,66.3,6
male,Bachelor of Technology,5.23,54.6,yes,4.1,poor,group study,low,easy,33.5,6
female,Diploma,2.61,77.7,yes,4.1,average,coaching,high,easy,75.0,0
male,Bachelor of Science,2.11,78.4,yes,4.1,poor,online videos,high,easy,47.9,5
male,Bachelor of Science,4.78,61.9,yes,7.0,poor,mixed,low,moderate,44.4,5
other,Bachelor of Commerce,3.32,55.8,yes,5.7,average,coaching,medium,moderate,43.7,2
female,Bachelor of Technology,7.24,94.6,yes,9.9,good,online videos,high,hard,100.0,6
female,Bachelor of Science,1.31,49.2,yes,7.9,poor,coaching,medium,easy,39.5,5
female,Bachelor of Technology,0.33,48.5,yes,8.9,poor,online videos,medium,moderate,25.4,6
male,Bachelor of Arts,7.2,75.3,no,9.4,average,self-study,high,moderate,89.0,1
male,Bachelor of Arts,7.17,58.5,yes,6.3,poor,group study,low,easy,73.7,1
other,Bachelor of Science,3.33,70.3,yes,4.7,poor,coaching,high,easy,53.4,5
male,Diploma,6.03,56.1,yes,4.2,good,mixed,low,easy,47.3,0
female,Bachelor of Commerce,6.77,62.1,yes,8.8,average,self-study,high,hard,80.0,2
male,Bachelor of Technology,2.04,64.5,yes,4.2,average,self-study,low,moderate,37.5,6
other,Bachelor of Technology,5.24,73.7,yes,7.4,poor,mixed,low,hard,65.8,6
male,Bachelor of Computer Applications,5.9,44.7,no,7.1,good,group study,medium,moderate,62.8,4
female,Bachelor of Arts,2.86,65.9,yes,7.0,good,coaching,medium,moderate,66.5,1
other,Bachelor of Science,7.57,81.2,yes,9.8,average,coaching,low,moderate,100.0,5
female,Bachelor of Science,7.74,82.6,yes,4.6,good,coaching,low,moderate,88.3,5
female,Bachelor of Science,3.89,56.3,no,7.7,average,group study,high,moderate,55.5,5
female,Bachelor of Commerce,0.61,72.6,yes,5.1,average,online videos,medium,easy,38.8,2
female,Bachelor of Business Administration,7.35,63.1,yes,4.7,poor,mixed,medium,hard,83.6,3
male,Bachelor of Business Administration,4.18,42.2,no,7.7,poor,mixed,medium,easy,43.2,3
female,Bachelor of Computer Applications,1.11,65.9,yes,6.6,good,online videos,medium,hard,47.9,4
female,Bachelor of Technology,5.86,80.4,yes,4.4,good,self-study,low,hard,59.5,6
other,Bachelor of Arts,5.5,96.7,yes,7.5,average,group study,medium,hard,92.0,1
female,Bachelor of Computer Applications,1.12,46.7,yes,9.8,average,online videos,low,hard,23.5,4
other,Bachelor of Science,2.2,65.6,yes,4.1,poor,coaching,high,moderate,42.0,5
male,Bachelor of Business Administration,6.91,96.5,yes,5.8,poor,online videos,medium,moderate,72.8,3
female,Bachelor of Technology,7.76,68.2,yes,8.1,good,group study,medium,hard,88.1,6
female,Diploma,3.24,93.6,yes,9.0,good,coaching,high,hard,69.7,0
other,Bachelor of Computer Applications,1.08,80.9,yes,7.4,poor,group study,medium,easy,55.3,4
female,Bachelor of Business Administration,2.82,92.0,no,6.2,average,online videos,low,moderate,54.3,3
other,Bachelor of Business Administration,4.06,85.5,yes,4.9,poor,online videos,high,easy,57.3,3
male,Bachelor of Business Administration,2.4,44.3,yes,5.0,good,group study,high,moderate,49.5,3
other,Bachelor of Commerce,4.89,85.8,no,9.7,good,group study,medium,moderate,87.2,2
other,Diploma,0.08,47.7,yes,4.1,good,group study,high,hard,26.5,0
female,Bachelor of Science,6.53,84.9,yes,8.0,poor,coaching,low,hard,94.2,5
male,Bachelor of Computer Applications,6.76,65.1,yes,7.4,poor,self-study,high,moderate,72.4,4
female,Bachelor of Computer Applications,6.27,81.1,yes,8.6,poor,coaching,low,easy,70.2,4
other,Bachelor of Computer Applications,2.43,43.6,yes,4.8,poor,self-study,low,hard,19.599,4
female,Bachelor of Technology,5.06,46.8,yes,7.7,poor,mixed,low,easy,48.1,6
male,Bachelor of Arts,2.92,46.4,yes,7.7,poor,coaching,high,easy,37.8,1
female,Bachelor of Business Administration,3.11,62.5,yes,9.0,poor,group study,high,hard,40.8,3
other,Bachelor of Business Administration,5.67,50.2,no,9.9,poor,mixed,high,easy,60.9,3
male,Bachelor of Business Administration,6.75,40.6,yes,8.1,poor,self-study,low,easy,72.1,3
female,Bachelor of Business Administration,6.65,92.7,no,7.9,good,coaching,medium,moderate,100.0,3
female,Bachelor of Science,1.85,85.1,yes,5.1,poor,mixed,low,moderate,45.3,5
other,Bachelor of Computer Applications,5.26,74.1,yes,6.8,good,coaching,low,easy,72.1,4
female,Bachelor of Arts,2.14,83.5,yes,8.5,good,coaching,low,moderate,73.9,1
female,Diploma,5.03,58.1,yes,9.7,average,online videos,high,hard,73.1,0
female,Bachelor of Arts,2.94,82.3,yes,5.2,average,self-study,medium,easy,57.6,1
female,Bachelor of Arts,6.32,71.2,yes,4.3,good,self-study,medium,moderate,76.7,1
female,Bachelor of Business Administration,7.5,45.3,yes,8.6,poor,mixed,medium,moderate,83.8,3
male,Diploma,2.32,79.9,yes,4.9,average,self-study,low,easy,39.9,0
male,Diploma,6.95,99.4,yes,7.9,good,self-study,low,moderate,90.8,0
other,Bachelor of Business Administration,5.92,55.4,yes,5.5,poor,self-study,high,moderate,66.7,3
female,Bachelor of Arts,4.53,40.6,yes,9.7,average,online videos,medium,moderate,47.5,1
female,Bachelor of Technology,4.2,85.0,yes,8.9,poor,group study,medium,hard,79.9,6
female,Bachelor of Technology,2.55,56.7,yes,7.6,average,coaching,high,moderate,52.7,6
other,Bachelor of Computer Applications,1.63,64.3,yes,4.7,poor,group study,low,moderate,30.1,4
other,Bachelor of Commerce,0.67,40.6,no,7.5,poor,mixed,medium,hard,30.7,2
female,Bachelor of Arts,5.7,43.9,no,4.3,poor,group study,low,easy,47.6,1
male,Bachelor of Business Administration,1.78,82.5,no,4.5,average,mixed,low,moderate,36.1,3
other,Bachelor of Science,3.96,97.8,yes,8.2,average,self-study,medium,moderate,74.1,5
male,Bachelor of Commerce,7.12,75.4,yes,4.9,average,self-study,high,hard,68.5,2
male,Bachelor of Technology,5.37,90.5,yes,4.5,good,self-study,low,hard,77.9,6
male,Bachelor of Computer Applications,1.35,52.3,yes,6.7,average,self-study,medium,easy,54.4,4
female,Bachelor of Arts,5.88,44.1,yes,9.9,poor,group study,medium,hard,68.4,1
female,Bachelor of Science,1.72,60.8,yes,8.5,good,online videos,high,hard,50.2,5
male,Bachelor of Business Administration,6.24,52.5,yes,7.0,good,group study,high,moderate,92.3,3
male,Bachelor of Science,0.62,77.0,yes,5.0,good,online videos,high,moderate,36.4,5
male,Bachelor of Computer Applications,1.13,97.4,yes,5.4,average,online videos,medium,easy,44.5,4
female,Bachelor of Science,7.47,53.9,yes,8.8,good,self-study,medium,moderate,91.1,5
male,Bachelor of Science,2.24,94.1,yes,4.4,average,online videos,medium,easy,56.5,5
female,Diploma,1.21,72.2,yes,7.4,poor,group study,medium,moderate,46.8,0
female,Bachelor of Computer Applications,1.72,46.1,yes,9.4,poor,coaching,high,moderate,41.5,4
other,Bachelor of Business Administration,2.89,72.2,no,6.7,average,group study,high,moderate,45.7,3
other,Bachelor of Business Administration,6.7,68.0,no,9.6,poor,self-study,medium,easy,71.1,3
female,Bachelor of Arts,1.22,84.9,no,8.4,poor,group study,medium,moderate,42.6,1
female,Bachelor of Science,0.13,84.9,yes,8.2,average,online videos,medium,easy,45.4,5
male,Bachelor of Commerce,6.92,78.5,yes,6.5,average,coaching,medium,moderate,97.8,2
female,Diploma,2.4,80.1,yes,5.0,good,online videos,medium,easy,49.4,0
female,Diploma,0.62,76.4,yes,5.4,average,group study,medium,moderate,37.8,0
male,Bachelor of Computer Applications,0.22,54.2,yes,4.9,good,online videos,high,moderate,41.4,4
other,Diploma,7.2,95.5,no,8.3,poor,self-study,high,moderate,67.4,0
male,Bachelor of Computer Applications,4.19,52.7,no,7.5,good,coaching,low,moderate,73.4,4
male,Bachelor of Commerce,4.88,75.7,yes,7.6,average,mixed,high,easy,57.4,2
other,Bachelor of Computer Applications,4.93,86.4,yes,5.9,poor,coaching,high,hard,67.4,4
other,Bachelor of Computer Applications,4.18,45.0,yes,5.5,poor,group study,medium,moderate,62.3,4
female,Bachelor of Technology,6.15,67.0,yes,8.6,good,self-study,medium,moderate,82.8,6
female,Diploma,7.25,41.8,yes,5.4,good,self-study,medium,hard,79.1,0
other,Bachelor of Arts,5.13,53.6,yes,4.7,poor,group study,low,easy,40.6,1
male,Bachelor of Commerce,6.75,78.2,yes,6.9,poor,mixed,high,moderate,76.6,2
female,Bachelor of Arts,0.08,94.8,yes,8.3,average,group study,low,hard,40.5,1
male,Bachelor of Commerce,3.84,58.3,no,4.1,poor,mixed,medium,moderate,53.6,2
female,Bachelor of Commerce,4.83,90.1,yes,5.6,average,mixed,medium,easy,80.9,2
other,Bachelor of Arts,1.61,71.5,yes,8.0,poor,mixed,medium,moderate,52.4,1
female,Diploma,1.28,85.7,yes,6.5,poor,self-study,high,easy,47.8,0
other,Bachelor of Commerce,1.09,88.6,yes,4.1,good,self-study,medium,easy,49.2,2
female,Bachelor of Science,2.28,78.2,no,8.2,poor,group study,medium,hard,49.4,5
other,Bachelor of Computer Applications,6.59,65.4,no,5.2,average,mixed,medium,hard,71.0,4
male,Bachelor of Commerce,0.22,75.0,yes,5.6,poor,online videos,low,moderate,19.599,2
male,Bachelor of Arts,4.82,81.5,yes,7.0,poor,coaching,low,moderate,64.0,1
male,Bachelor of Science,0.55,91.7,yes,9.5,good,online videos,high,hard,76.3,5
other,Bachelor of Science,4.75,72.9,no,6.6,poor,group study,medium,easy,58.0,5
female,Bachelor of Science,2.02,92.4,yes,4.4,average,coaching,high,hard,61.7,5
male,Bachelor of Commerce,1.26,63.3,yes,6.7,poor,group study,high,hard,38.1,2
male,Diploma,3.73,85.6,yes,6.2,good,online videos,medium,moderate,62.7,0
female,Bachelor of Business Administration,1.85,76.6,no,4.7,poor,self-study,low,moderate,33.1,3
male,Bachelor of Business Administration,3.03,44.7,yes,4.9,good,self-study,high,easy,41.5,3
other,Bachelor of Technology,5.06,70.1,yes,7.6,poor,group study,medium,moderate,64.5,6
other,Bachelor of Technology,7.49,85.8,yes,9.9,good,group study,high,moderate,100.0,6
other,Bachelor of Commerce,4.94,80.3,yes,9.3,good,online videos,medium,easy,68.2,2
male,Diploma,4.06,73.8,yes,9.0,good,self-study,medium,easy,76.4,0
female,Bachelor of Technology,4.46,87.6,yes,5.5,poor,self-study,medium,moderate,64.2,6
female,Bachelor of Computer Applications,3.78,94.2,yes,7.5,average,coaching,low,moderate,60.4,4
female,Bachelor of Computer Applications,4.5,48.6,no,4.9,poor,group study,low,moderate,53.3,4
